Accuracy,balanced_accuracy,precision,recall,f1_score,roc_auc,conf_matrix,time (s)
0.8637103174603175,0.8614834196197709,0.4674771497027243,0.8585397653194263,0.605343292157426,0.936460454927776,"[[38263  6001]
 [  868  5268]]",884.8358681201935
